SEASON_YEAR,PLAYER_ID,PLAYER_NAME,TEAM_ABBREVIATION,GAME_ID,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,AST,TOV,PF,PTS,PLUS_MINUS,NBA_FANTASY_PTS,MIN_RANK,GAME_DATE,HOME
2022-23,1630591,Jalen Suggs,ORL,0022200939,MIL,L,24.7,3,9,0.333,0,2,0.0,0,0,0.0,2,3,2,1,1,6,-13,20.0,3490,2023-03-01T00:00:00,0
2022-23,1630230,Naji Marshall,NOP,0022200941,POR,W,27.25,3,6,0.5,0,1,0.0,3,4,0.75,1,3,1,0,2,9,24,15.3,2891,2023-03-01T00:00:00,0
2022-23,1630214,Xavier Tillman,MEM,0022200938,HOU,W,26.666666666666668,1,3,0.333,0,1,0.0,2,2,1.0,1,4,3,1,4,4,5,19.5,3033,2023-03-01T00:00:00,0
2022-23,1630165,Killian Hayes,DET,0022200934,CHI,L,24.35,5,9,0.556,1,4,0.25,0,0,0.0,0,2,7,3,2,11,-17,29.9,3572,2023-03-01T00:00:00,1
2022-23,1630231,KJ Martin,HOU,0022200938,MEM,L,34.46666666666667,8,12,0.667,2,5,0.4,1,2,0.5,2,4,0,1,3,19,-21,25.2,1136,2023-03-01T00:00:00,1
2022-23,1628991,Jaren Jackson Jr.,MEM,0022200938,HOU,W,28.573333333333334,6,12,0.5,2,7,0.286,3,3,1.0,1,3,0,1,4,17,25,35.8,2573,2023-03-01T00:00:00,0
2022-23,1629060,Rui Hachimura,LAL,0022200940,OKC,W,27.003333333333334,3,6,0.5,1,2,0.5,2,2,1.0,3,6,2,0,1,9,2,31.8,2954,2023-03-01T00:00:00,0
2022-23,1630171,Isaac Okoro,CLE,0022200935,BOS,L,15.776666666666667,2,5,0.4,0,3,0.0,5,5,1.0,1,1,0,0,4,9,-9,14.4,5386,2023-03-01T00:00:00,0
2022-23,1630178,Tyrese Maxey,PHI,0022200936,MIA,W,37.5,10,17,0.588,4,7,0.571,3,3,1.0,0,4,7,0,3,27,11,45.3,502,2023-03-01T00:00:00,0
2022-23,202330,Gordon Hayward,CHA,0022200933,PHX,L,33.13333333333333,5,14,0.357,3,8,0.375,2,4,0.5,0,2,4,1,1,15,-9,25.4,1464,2023-03-01T00:00:00,1
2022-23,1631095,Jabari Smith Jr.,HOU,0022200938,MEM,L,20.983333333333334,2,7,0.286,0,2,0.0,0,0,0.0,2,4,1,0,1,4,-16,12.7,4333,2023-03-01T00:00:00,1
2022-23,1630559,Austin Reaves,LAL,0022200940,OKC,W,24.633333333333333,5,5,1.0,1,1,1.0,8,9,0.889,0,0,4,1,1,19,-3,27.0,3504,2023-03-01T00:00:00,0
2022-23,1629652,Luguentz Dort,OKC,0022200940,LAL,L,35.94,7,16,0.438,1,7,0.143,4,6,0.667,2,0,2,0,6,19,-18,27.4,801,2023-03-01T00:00:00,1
2022-23,1628972,Troy Brown Jr.,LAL,0022200940,OKC,W,33.653333333333336,7,10,0.7,4,7,0.571,1,1,1.0,0,1,4,2,2,19,5,33.2,1317,2023-03-01T00:00:00,0
2022-23,1627936,Alex Caruso,CHI,0022200934,DET,W,20.15,2,5,0.4,2,4,0.5,2,2,1.0,0,1,2,3,4,8,6,9.2,4511,2023-03-01T00:00:00,0
2022-23,1629651,Nic Claxton,BKN,0022200937,NYK,L,22.95,3,7,0.429,0,0,0.0,3,4,0.75,0,8,3,2,3,9,-17,24.1,3892,2023-03-01T00:00:00,0
2022-23,1630530,Trey Murphy III,NOP,0022200941,POR,W,31.983333333333334,3,10,0.3,3,10,0.3,0,0,0.0,1,4,3,0,1,9,16,28.5,1757,2023-03-01T00:00:00,0
2022-23,203897,Zach LaVine,CHI,0022200934,DET,W,36.88333333333333,14,20,0.7,6,9,0.667,7,7,1.0,0,1,0,2,3,41,6,46.2,607,2023-03-01T00:00:00,0
2022-23,1628401,Derrick White,BOS,0022200935,CLE,W,24.558333333333334,2,5,0.4,0,2,0.0,0,0,0.0,1,1,5,0,4,4,-1,16.9,3519,2023-03-01T00:00:00,1
2022-23,1630550,JT Thor,CHA,0022200933,PHX,L,28.533333333333335,1,8,0.125,0,2,0.0,0,0,0.0,2,6,1,1,1,2,-10,15.1,2581,2023-03-01T00:00:00,1
2022-23,1626195,Willy Hernangomez,NOP,0022200941,POR,W,20.916666666666668,2,7,0.286,0,0,0.0,3,4,0.75,3,4,2,1,2,7,-5,20.4,4346,2023-03-01T00:00:00,0
2022-23,1628976,Wendell Carter Jr.,ORL,0022200939,MIL,L,24.1,6,13,0.462,1,4,0.25,6,8,0.75,3,7,0,1,2,19,-15,33.0,3640,2023-03-01T00:00:00,0
2022-23,1626166,Cameron Payne,PHX,0022200933,CHA,W,15.15,2,6,0.333,1,3,0.333,0,0,0.0,0,4,2,1,2,5,5,11.8,5500,2023-03-01T00:00:00,0
2022-23,1628964,Mo Bamba,LAL,0022200940,OKC,W,21.883333333333333,4,5,0.8,3,4,0.75,1,2,0.5,3,4,2,4,4,12,1,25.4,4134,2023-03-01T00:00:00,0
2022-23,1631093,Jaden Ivey,DET,0022200934,CHI,L,31.466666666666665,5,9,0.556,2,4,0.5,6,9,0.667,0,4,2,4,4,18,-10,24.8,1894,2023-03-01T00:00:00,1
2022-23,1630578,Alperen Sengun,HOU,0022200938,MEM,L,31.383333333333333,5,6,0.833,0,1,0.0,1,4,0.25,3,5,5,4,2,11,-7,27.1,1908,2023-03-01T00:00:00,1
2022-23,1628997,Caleb Martin,MIA,0022200936,PHI,L,24.816666666666666,2,7,0.286,2,5,0.4,0,0,0.0,0,0,1,1,1,6,-23,9.5,3461,2023-03-01T00:00:00,1
2022-23,1631106,Tari Eason,HOU,0022200938,MEM,L,25.133333333333333,4,11,0.364,2,3,0.667,0,0,0.0,4,3,1,1,2,10,-1,30.9,3383,2023-03-01T00:00:00,1
2022-23,204060,Joe Ingles,MIL,0022200939,ORL,W,20.913333333333334,6,9,0.667,4,7,0.571,0,0,0.0,0,2,1,0,3,16,5,19.9,4350,2023-03-01T00:00:00,1
2022-23,1627736,Malik Beasley,LAL,0022200940,OKC,W,27.05666666666667,4,15,0.267,3,12,0.25,0,0,0.0,0,6,2,0,0,11,7,21.2,2943,2023-03-01T00:00:00,0
2022-23,1630164,James Wiseman,DET,0022200934,CHI,L,29.166666666666668,3,5,0.6,0,1,0.0,1,2,0.5,3,6,2,3,4,7,-16,17.8,2429,2023-03-01T00:00:00,1
2022-23,1627759,Jaylen Brown,BOS,0022200935,CLE,W,37.345,6,15,0.4,2,5,0.4,2,2,1.0,0,3,4,2,3,16,2,23.6,518,2023-03-01T00:00:00,1
2022-23,1630692,Jordan Goodwin,WAS,0022200923,ATL,W,18.481666666666666,2,3,0.667,0,0,0.0,2,2,1.0,1,0,4,0,2,6,5,19.2,4912,2023-02-28T00:00:00,0
2022-23,1629117,Wenyen Gabriel,LAL,0022200927,MEM,L,12.466666666666667,3,3,1.0,0,0,0.0,0,0,0.0,2,6,0,0,2,6,-3,21.6,5888,2023-02-28T00:00:00,0
2022-23,1627936,Alex Caruso,CHI,0022200925,TOR,L,26.28,2,5,0.4,1,4,0.25,1,1,1.0,1,3,6,3,3,6,1,22.8,3118,2023-02-28T00:00:00,0
2022-23,1630583,Santi Aldama,MEM,0022200927,LAL,W,15.45,3,7,0.429,0,2,0.0,0,0,0.0,1,2,1,0,0,6,14,11.1,5444,2023-02-28T00:00:00,1
2022-23,1629630,Ja Morant,MEM,0022200927,LAL,W,33.748333333333335,15,29,0.517,0,5,0.0,9,11,0.818,1,9,10,3,0,39,14,69.0,1302,2023-02-28T00:00:00,1
2022-23,1628991,Jaren Jackson Jr.,MEM,0022200927,LAL,W,31.566666666666666,7,14,0.5,1,4,0.25,1,1,1.0,3,4,0,2,5,16,-2,37.4,1867,2023-02-28T00:00:00,1
2022-23,1630560,Cam Thomas,BKN,0022200924,MIL,L,22.613333333333333,0,7,0.0,0,3,0.0,2,2,1.0,0,5,2,2,0,2,0,9.0,3964,2023-02-28T00:00:00,1
2022-23,203992,Bogdan Bogdanovic,ATL,0022200923,WAS,L,19.516666666666666,4,7,0.571,4,5,0.8,4,4,1.0,0,2,2,2,0,16,-2,19.4,4672,2023-02-28T00:00:00,1
2022-23,1628380,Zach Collins,SAS,0022200930,UTA,W,26.566666666666666,2,15,0.133,0,4,0.0,3,4,0.75,3,3,5,2,2,7,-11,31.7,3063,2023-02-28T00:00:00,0
2022-23,1626172,Kevon Looney,GSW,0022200931,POR,W,23.433333333333334,7,8,0.875,0,0,0.0,0,0,0.0,3,4,2,0,2,14,16,25.4,3785,2023-02-28T00:00:00,1
2022-23,1630526,Jeremiah Robinson-Earl,OKC,0022200928,SAC,L,21.266666666666666,1,6,0.167,1,5,0.2,2,2,1.0,2,0,1,0,2,5,4,8.9,4278,2023-02-28T00:00:00,1
2022-23,1630548,Johnny Juzang,UTA,0022200930,SAS,L,14.75,1,5,0.2,1,4,0.25,0,2,0.0,0,1,0,0,1,3,-21,10.2,5561,2023-02-28T00:00:00,1
2022-23,1631246,Vince Williams Jr.,MEM,0022200927,LAL,W,0.685,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0.0,7215,2023-02-28T00:00:00,1
2022-23,1628467,Maxi Kleber,DAL,0022200929,IND,L,23.65,4,6,0.667,1,2,0.5,0,2,0.0,0,0,2,0,2,9,9,15.0,3742,2023-02-28T00:00:00,1
2022-23,1630561,David Duke Jr.,BKN,0022200924,MIL,L,4.65,1,2,0.5,0,0,0.0,1,1,1.0,0,0,2,0,0,3,1,6.0,6727,2023-02-28T00:00:00,1
2022-23,1628964,Mo Bamba,LAL,0022200927,MEM,L,1.25,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,-1,0.0,7180,2023-02-28T00:00:00,0
2022-23,1630237,Anthony Lamb,GSW,0022200931,POR,W,28.316666666666666,2,6,0.333,0,1,0.0,0,0,0.0,2,3,4,1,2,4,12,18.0,2636,2023-02-28T00:00:00,1
2022-23,1628408,PJ Dozier,SAC,0022200928,OKC,W,0.715,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,-2,0.0,7213,2023-02-28T00:00:00,0
2022-23,1627832,Fred VanVleet,TOR,0022200925,CHI,W,35.4,1,11,0.091,1,9,0.111,0,0,0.0,1,5,9,0,2,3,-4,26.7,926,2023-02-28T00:00:00,1
2022-23,1628381,John Collins,ATL,0022200923,WAS,L,26.266666666666666,3,6,0.5,0,2,0.0,4,4,1.0,1,3,0,1,0,10,2,13.8,3120,2023-02-28T00:00:00,1
2022-23,1626153,Delon Wright,WAS,0022200923,ATL,W,30.733333333333334,3,4,0.75,0,0,0.0,3,3,1.0,3,0,4,0,3,9,0,21.6,2059,2023-02-28T00:00:00,0
2022-23,201587,Nicolas Batum,LAC,0022200932,MIN,L,20.083333333333332,1,1,1.0,1,1,1.0,0,0,0.0,1,2,1,4,0,3,-4,13.1,4530,2023-02-28T00:00:00,1
2022-23,203507,Giannis Antetokounmpo,MIL,0022200924,BKN,W,28.466666666666665,15,27,0.556,1,2,0.5,2,6,0.333,3,12,4,5,4,33,11,55.0,2592,2023-02-28T00:00:00,0
2022-23,1628995,Kevin Knox II,POR,0022200931,GSW,L,3.3833333333333333,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,-4,0.0,6900,2023-02-28T00:00:00,0
2022-23,201566,Russell Westbrook,LAC,0022200932,MIN,L,27.766666666666666,5,11,0.455,2,3,0.667,2,2,1.0,2,5,10,4,2,14,-5,36.4,2763,2023-02-28T00:00:00,1
2022-23,1629660,Ty Jerome,GSW,0022200931,POR,W,16.921666666666667,1,2,0.5,0,1,0.0,0,0,0.0,1,1,6,0,2,2,-3,13.4,5207,2023-02-28T00:00:00,1
2022-23,1630198,Isaiah Joe,OKC,0022200928,SAC,L,22.315,3,5,0.6,2,4,0.5,0,0,0.0,0,2,1,0,1,8,0,17.9,4039,2023-02-28T00:00:00,1
2022-23,203486,Mason Plumlee,LAC,0022200932,MIN,L,14.45,1,2,0.5,0,0,0.0,3,3,1.0,2,7,0,3,3,5,-3,12.8,5607,2023-02-28T00:00:00,1
2022-23,203925,Joe Harris,BKN,0022200924,MIL,L,6.698333333333333,0,2,0.0,0,0,0.0,0,0,0.0,0,0,0,0,1,0,-11,0.0,6516,2023-02-28T00:00:00,1
2022-23,1631104,Blake Wesley,SAS,0022200930,UTA,W,21.483333333333334,3,5,0.6,2,2,1.0,1,2,0.5,1,5,2,2,2,9,5,26.2,4221,2023-02-28T00:00:00,0
2022-23,203991,Clint Capela,ATL,0022200923,WAS,L,35.233333333333334,6,8,0.75,0,0,0.0,1,2,0.5,6,9,3,0,2,13,2,50.5,962,2023-02-28T00:00:00,1
2022-23,201959,Taj Gibson,WAS,0022200923,ATL,W,13.55,2,4,0.5,0,2,0.0,1,2,0.5,1,4,0,1,0,5,-1,10.0,5719,2023-02-28T00:00:00,0
2022-23,1628989,Kevin Huerter,SAC,0022200928,OKC,W,33.435,8,14,0.571,2,6,0.333,2,2,1.0,0,4,9,3,4,20,20,35.3,1381,2023-02-28T00:00:00,0
2022-23,1630578,Alperen Sengun,HOU,0022200926,DEN,L,29.043333333333333,3,9,0.333,0,2,0.0,1,3,0.333,0,2,8,2,4,7,-36,25.4,2457,2023-02-28T00:00:00,1
2022-23,1631133,Jabari Walker,POR,0022200931,GSW,L,3.3833333333333333,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,1,0,-4,0.0,6900,2023-02-28T00:00:00,0
2022-23,1631212,Peyton Watson,DEN,0022200926,HOU,W,2.2666666666666666,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,1,0.0,7041,2023-02-28T00:00:00,0
2022-23,1630180,Saddiq Bey,ATL,0022200923,WAS,L,27.316666666666666,4,9,0.444,4,8,0.5,0,0,0.0,1,5,1,0,1,12,-6,23.7,2882,2023-02-28T00:00:00,1
2022-23,203924,Jerami Grant,POR,0022200931,GSW,L,36.95,5,17,0.294,1,8,0.125,13,15,0.867,0,5,3,2,1,24,-17,35.5,592,2023-02-28T00:00:00,0
2022-23,1629629,Cam Reddish,POR,0022200931,GSW,L,29.383333333333333,4,10,0.4,2,7,0.286,0,0,0.0,0,2,1,4,1,10,-6,9.9,2383,2023-02-28T00:00:00,0
2022-23,203648,Thanasis Antetokounmpo,MIL,0022200924,BKN,W,2.1166666666666667,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,2,0.0,7063,2023-02-28T00:00:00,0
2022-23,1626246,Boban Marjanovic,HOU,0022200926,DEN,L,5.116666666666666,3,4,0.75,0,0,0.0,2,2,1.0,0,1,0,0,1,8,2,9.2,6673,2023-02-28T00:00:00,1
2022-23,203493,Reggie Bullock Jr.,DAL,0022200929,IND,L,34.43,5,9,0.556,4,8,0.5,0,0,0.0,1,2,2,1,5,14,4,22.6,1147,2023-02-28T00:00:00,1
2022-23,1631110,Jeremy Sochan,SAS,0022200930,UTA,W,27.7,4,10,0.4,0,0,0.0,5,8,0.625,0,6,6,1,4,13,10,28.2,2788,2023-02-28T00:00:00,0
2022-23,1628432,Davon Reed,LAL,0022200927,MEM,L,1.25,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,0,1,0,-1,0.0,7180,2023-02-28T00:00:00,0
2022-23,203915,Spencer Dinwiddie,BKN,0022200924,MIL,L,34.53666666666667,9,17,0.529,5,10,0.5,3,4,0.75,0,6,8,4,2,26,-4,44.2,1116,2023-02-28T00:00:00,1
2022-23,1629611,Terance Mann,LAC,0022200932,MIN,L,22.3,2,3,0.667,0,1,0.0,0,0,0.0,0,0,2,2,3,4,-6,5.0,4040,2023-02-28T00:00:00,1
2022-23,1626158,Richaun Holmes,SAC,0022200928,OKC,W,1.875,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,1,1,0,-10,-1.0,7090,2023-02-28T00:00:00,0
2022-23,1630166,Deni Avdija,WAS,0022200923,ATL,W,31.133333333333333,2,9,0.222,0,1,0.0,0,0,0.0,4,9,0,0,1,4,2,22.6,1969,2023-02-28T00:00:00,0
2022-23,203078,Bradley Beal,WAS,0022200923,ATL,W,35.016666666666666,17,30,0.567,1,4,0.25,2,2,1.0,0,3,7,2,2,37,3,52.1,1020,2023-02-28T00:00:00,0
2022-23,203083,Andre Drummond,CHI,0022200925,TOR,L,16.483333333333334,2,4,0.5,0,0,0.0,2,2,1.0,3,7,1,2,1,6,-5,20.5,5264,2023-02-28T00:00:00,0
2022-23,1631223,David Roddy,MEM,0022200927,LAL,W,0.9833333333333333,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0.0,7197,2023-02-28T00:00:00,1
2022-23,1628398,Kyle Kuzma,WAS,0022200923,ATL,W,36.7,10,26,0.385,2,7,0.286,6,7,0.857,1,2,1,2,2,28,5,37.1,646,2023-02-28T00:00:00,0
2022-23,1626192,Pat Connaughton,MIL,0022200924,BKN,W,22.45,2,6,0.333,1,4,0.25,0,0,0.0,0,4,3,0,3,5,12,14.3,4003,2023-02-28T00:00:00,0
2022-23,1627739,Kris Dunn,UTA,0022200930,SAS,L,25.95,4,7,0.571,0,0,0.0,3,3,1.0,1,0,3,1,2,11,-24,21.7,3179,2023-02-28T00:00:00,1
2022-23,1631095,Jabari Smith Jr.,HOU,0022200926,DEN,L,32.96333333333333,4,10,0.4,0,4,0.0,0,0,0.0,1,5,1,0,2,8,-33,22.7,1504,2023-02-28T00:00:00,1
2022-23,1626168,Trey Lyles,SAC,0022200928,OKC,W,12.866666666666667,3,7,0.429,1,4,0.25,2,4,0.5,2,3,0,2,3,9,-7,16.0,5824,2023-02-28T00:00:00,0
2022-23,203076,Anthony Davis,LAL,0022200927,MEM,L,35.53333333333333,9,19,0.474,0,1,0.0,10,13,0.769,6,13,0,5,3,28,-9,60.8,889,2023-02-28T00:00:00,0
2022-23,1631108,Max Christie,LAL,0022200927,MEM,L,1.25,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,-1,0.0,7180,2023-02-28T00:00:00,0
2022-23,200752,Rudy Gay,UTA,0022200930,SAS,L,17.05,1,7,0.143,0,2,0.0,5,5,1.0,2,6,2,1,3,7,-14,21.6,5186,2023-02-28T00:00:00,1
2022-23,1630528,Josh Christopher,HOU,0022200926,DEN,L,22.7,5,11,0.455,1,3,0.333,0,0,0.0,0,4,3,1,1,11,6,19.3,3943,2023-02-28T00:00:00,1
2022-23,202695,Kawhi Leonard,LAC,0022200932,MIN,L,38.60666666666667,7,19,0.368,3,6,0.5,6,6,1.0,1,4,5,3,2,23,-1,36.5,333,2023-02-28T00:00:00,1
2022-23,1631323,Simone Fontecchio,UTA,0022200930,SAS,L,19.783333333333335,0,7,0.0,0,5,0.0,0,0,0.0,0,0,2,3,0,0,-7,3.0,4604,2023-02-28T00:00:00,1
2022-23,1627750,Jamal Murray,DEN,0022200926,HOU,W,31.7,12,18,0.667,5,10,0.5,3,3,1.0,1,3,6,2,2,32,20,46.8,1831,2023-02-28T00:00:00,0
2022-23,201942,DeMar DeRozan,CHI,0022200925,TOR,L,34.68333333333333,5,11,0.455,0,0,0.0,3,5,0.6,0,0,2,3,5,13,-15,19.0,1086,2023-02-28T00:00:00,0
2022-23,1629632,Coby White,CHI,0022200925,TOR,L,22.97,2,7,0.286,1,3,0.333,2,2,1.0,0,0,5,1,1,7,-6,13.5,3889,2023-02-28T00:00:00,0
2022-23,1631100,AJ Griffin,ATL,0022200923,WAS,L,16.45,1,4,0.25,0,3,0.0,0,0,0.0,0,2,2,0,3,2,0,7.4,5273,2023-02-28T00:00:00,1
2022-23,1629638,Nickeil Alexander-Walker,MIN,0022200932,LAC,W,17.05,2,5,0.4,1,3,0.333,0,0,0.0,0,1,2,0,1,5,7,15.2,5186,2023-02-28T00:00:00,0
2022-23,203967,Dario Saric,OKC,0022200928,SAC,L,27.081666666666667,7,11,0.636,2,6,0.333,5,5,1.0,1,7,2,2,1,21,14,31.6,2933,2023-02-28T00:00:00,1
2022-23,1631254,Kenneth Lofton Jr.,MEM,0022200927,LAL,W,0.9833333333333333,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0.0,7197,2023-02-28T00:00:00,1
2022-23,1630544,Tre Mann,OKC,0022200928,SAC,L,20.816666666666666,3,9,0.333,1,3,0.333,3,3,1.0,0,3,6,1,2,10,-2,21.6,4372,2023-02-28T00:00:00,1
2022-23,1626181,Norman Powell,LAC,0022200932,MIN,L,24.7,4,14,0.286,2,6,0.333,3,4,0.75,0,1,2,1,1,13,-5,19.2,3490,2023-02-28T00:00:00,1
2022-23,1626163,Frank Kaminsky,HOU,0022200926,DEN,L,5.116666666666666,0,1,0.0,0,1,0.0,0,0,0.0,0,2,1,0,0,0,2,3.9,6673,2023-02-28T00:00:00,1
2022-23,203999,Nikola Jokic,DEN,0022200926,HOU,W,27.75,7,11,0.636,0,0,0.0,0,1,0.0,5,6,10,4,2,14,31,38.2,2771,2023-02-28T00:00:00,0
2022-23,203521,Matthew Dellavedova,SAC,0022200928,OKC,W,13.85,1,4,0.25,1,3,0.333,1,2,0.5,0,0,1,2,2,4,-11,3.5,5684,2023-02-28T00:00:00,0
2022-23,1628370,Malik Monk,SAC,0022200928,OKC,W,15.433333333333334,2,4,0.5,1,3,0.333,2,2,1.0,1,2,2,3,2,7,-12,10.6,5448,2023-02-28T00:00:00,0
2022-23,1629634,Brandon Clarke,MEM,0022200927,LAL,W,14.516666666666667,3,4,0.75,0,0,0.0,0,0,0.0,1,4,2,0,1,6,2,15.0,5596,2023-02-28T00:00:00,1
2022-23,203086,Meyers Leonard,MIL,0022200924,BKN,W,2.1166666666666667,1,2,0.5,1,2,0.5,0,0,0.0,0,1,0,0,1,3,2,4.2,7063,2023-02-28T00:00:00,0
2022-23,1629631,De'Andre Hunter,ATL,0022200923,WAS,L,33.233333333333334,6,11,0.545,2,5,0.4,0,0,0.0,0,3,0,0,3,14,-1,23.6,1432,2023-02-28T00:00:00,1
2022-23,1628962,Udoka Azubuike,UTA,0022200930,SAS,L,8.516666666666667,1,2,0.5,0,0,0.0,0,2,0.0,1,1,0,0,1,2,-6,7.4,6318,2023-02-28T00:00:00,1
2022-23,1630533,Ziaire Williams,MEM,0022200927,LAL,W,1.1466666666666667,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0.0,7187,2023-02-28T00:00:00,1
2022-23,1629162,Jordan McLaughlin,MIN,0022200932,LAC,W,18.766666666666666,4,6,0.667,1,3,0.333,0,0,0.0,0,3,1,1,0,9,4,22.1,4850,2023-02-28T00:00:00,0
2022-23,202691,Klay Thompson,GSW,0022200931,POR,W,34.75,8,21,0.381,3,7,0.429,4,4,1.0,1,7,4,6,1,23,7,35.6,1068,2023-02-28T00:00:00,1
2022-23,1630570,Trendon Watford,POR,0022200931,GSW,L,22.783333333333335,1,4,0.25,0,1,0.0,0,0,0.0,1,6,7,1,2,2,-13,25.9,3928,2023-02-28T00:00:00,0
2022-23,1630174,Aaron Nesmith,IND,0022200929,DAL,W,19.356666666666666,5,7,0.714,2,4,0.5,2,3,0.667,0,1,1,2,4,14,-2,17.7,4704,2023-02-28T00:00:00,0
2022-23,203552,Seth Curry,BKN,0022200924,MIL,L,5.483333333333333,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0,0,1,0,-5,0.0,6643,2023-02-28T00:00:00,1
2022-23,1631099,Keegan Murray,SAC,0022200928,OKC,W,36.36666666666667,5,10,0.5,3,7,0.429,0,0,0.0,1,9,4,0,1,13,15,34.0,719,2023-02-28T00:00:00,0
2022-23,1629661,Cameron Johnson,BKN,0022200924,MIL,L,29.483333333333334,6,12,0.5,2,5,0.4,5,6,0.833,0,7,1,4,2,19,1,36.9,2357,2023-02-28T00:00:00,1
2022-23,1630598,Aaron Wiggins,OKC,0022200928,SAC,L,28.901666666666667,4,10,0.4,2,4,0.5,0,0,0.0,2,4,3,1,2,10,4,20.7,2502,2023-02-28T00:00:00,1
2022-23,1628966,Keita Bates-Diop,SAS,0022200930,UTA,W,33.85,3,8,0.375,0,2,0.0,0,0,0.0,1,5,2,1,3,6,2,21.2,1274,2023-02-28T00:00:00,0
2022-23,201152,Thaddeus Young,TOR,0022200925,CHI,W,17.316666666666666,3,6,0.5,1,3,0.333,0,0,0.0,2,3,3,1,0,7,1,19.5,5128,2023-02-28T00:00:00,1
2022-23,1630699,MarJon Beauchamp,MIL,0022200924,BKN,W,3.598333333333333,0,2,0.0,0,1,0.0,0,0,0.0,0,0,0,1,0,0,-1,-1.0,6881,2023-02-28T00:00:00,0
2022-23,1629060,Rui Hachimura,LAL,0022200927,MEM,L,19.733333333333334,3,7,0.429,1,2,0.5,2,2,1.0,1,4,1,1,0,9,-7,18.5,4616,2023-02-28T00:00:00,0
2022-23,1630227,Daishen Nix,HOU,0022200926,DEN,L,25.566666666666666,6,10,0.6,2,4,0.5,0,1,0.0,0,0,5,4,2,14,-27,17.5,3282,2023-02-28T00:00:00,1
2022-23,1629002,Chimezie Metu,SAC,0022200928,OKC,W,12.508333333333333,2,4,0.5,0,1,0.0,0,2,0.0,1,3,2,0,1,4,-6,14.8,5882,2023-02-28T00:00:00,0
2022-23,1628415,Dillon Brooks,MEM,0022200927,LAL,W,26.97,2,11,0.182,2,6,0.333,1,2,0.5,1,2,2,0,5,7,1,19.6,2960,2023-02-28T00:00:00,1
2022-23,1631101,Shaedon Sharpe,POR,0022200931,GSW,L,30.65,6,11,0.545,1,4,0.25,0,0,0.0,1,3,1,0,1,13,-9,25.3,2082,2023-02-28T00:00:00,0
2022-23,203114,Khris Middleton,MIL,0022200924,BKN,W,22.601666666666667,7,13,0.538,3,7,0.429,1,2,0.5,0,4,6,3,1,18,15,34.8,3967,2023-02-28T00:00:00,0
2022-23,1629234,Drew Eubanks,POR,0022200931,GSW,L,25.216666666666665,2,3,0.667,0,0,0.0,1,2,0.5,1,7,4,1,2,5,-5,19.6,3366,2023-02-28T00:00:00,0
2022-23,1629675,Naz Reid,MIN,0022200932,LAC,W,18.766666666666666,4,6,0.667,0,1,0.0,4,7,0.571,3,5,2,4,5,12,4,23.6,4850,2023-02-28T00:00:00,0
2022-23,1628427,Vlatko Cancar,DEN,0022200926,HOU,W,26.933333333333334,3,6,0.5,2,5,0.4,1,1,1.0,0,4,3,0,0,9,2,21.3,2970,2023-02-28T00:00:00,0
2022-23,1627736,Malik Beasley,LAL,0022200927,MEM,L,31.6,5,8,0.625,2,4,0.5,0,0,0.0,0,3,2,3,3,12,-6,21.6,1861,2023-02-28T00:00:00,0
2022-23,1630172,Patrick Williams,CHI,0022200925,TOR,L,21.5,3,5,0.6,2,2,1.0,0,0,0.0,0,1,1,0,1,8,-8,19.7,4216,2023-02-28T00:00:00,0
2022-23,1629614,Andrew Nembhard,IND,0022200929,DAL,W,31.616666666666667,1,6,0.167,1,5,0.2,0,2,0.0,1,2,5,0,1,3,-5,17.1,1853,2023-02-28T00:00:00,0
2022-23,1629020,Jarred Vanderbilt,LAL,0022200927,MEM,L,28.663333333333334,1,6,0.167,0,1,0.0,2,2,1.0,3,5,1,3,3,4,-7,18.1,2564,2023-02-28T00:00:00,0
2022-23,1630214,Xavier Tillman,MEM,0022200927,LAL,W,32.5,9,17,0.529,0,1,0.0,0,0,0.0,7,4,2,1,2,18,10,42.2,1616,2023-02-28T00:00:00,1
2022-23,1626220,Royce O'Neale,BKN,0022200924,MIL,L,27.633333333333333,1,5,0.2,1,4,0.25,1,2,0.5,0,6,1,1,4,4,-26,14.7,2805,2023-02-28T00:00:00,1
