SEASON_YEAR,PLAYER_ID,PLAYER_NAME,GAME_ID,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,AST,TOV,PF,PTS,PLUS_MINUS,NBA_FANTASY_PTS,MIN_RANK,GAME_DATE,HOME,PLAYER_USG_PCT,TEAM_DEF_RATING,TEAM_PACE,TEAM_ID,MATCHUP_ID
2023-24,1630692,Jordan Goodwin,22300185,L,29.151666666666667,4,10,0.4,3,7,0.429,0,0,0.0,1,4,3,1,2,11,3,26.5,6637,2023-11-12,1,0.55,101.4,96.82,1610612756,1610612760
2023-24,1630692,Jordan Goodwin,22300015,L,6.766666666666667,1,3,0.333,1,3,0.333,0,0,0.0,1,1,0,0,0,3,-13,5.4,17995,2023-11-10,1,0.5,116.8,101.42,1610612756,1610612747
2023-24,1630692,Jordan Goodwin,22300162,W,16.948333333333334,2,5,0.4,2,3,0.667,0,0,0.0,1,1,0,0,1,6,2,8.4,13924,2023-11-08,0,0.6,105.5,100.13,1610612756,1610612741
2023-24,1630692,Jordan Goodwin,22300140,W,20.98333333333333,2,7,0.286,2,4,0.5,2,2,1.0,0,7,3,2,2,8,12,24.9,11655,2023-11-05,0,0.508,116.8,100.96,1610612756,1610612765
2023-24,1630692,Jordan Goodwin,22300132,L,15.633333333333333,2,10,0.2,1,6,0.167,1,2,0.5,2,1,0,0,0,6,5,21.6,14643,2023-11-04,0,0.276,100.5,100.22,1610612756,1610612755
2023-24,1630692,Jordan Goodwin,22300131,L,9.55,1,3,0.333,1,2,0.5,0,0,0.0,1,0,3,1,0,3,-13,10.7,17212,2023-11-02,1,0.5,120.5,101.58,1610612756,1610612759
2023-24,1630692,Jordan Goodwin,22300113,L,14.883333333333333,3,7,0.429,0,2,0.0,0,0,0.0,2,2,0,1,3,6,-2,12.8,15029,2023-10-31,1,0.429,111.1,103.7,1610612756,1610612759
2023-24,1630692,Jordan Goodwin,22300094,W,24.973333333333333,2,9,0.222,2,5,0.4,6,6,1.0,2,3,5,2,2,12,3,26.5,9291,2023-10-28,1,0.515,124.4,101.24,1610612756,1610612762
2023-24,1630692,Jordan Goodwin,22300076,L,29.966666666666665,6,15,0.4,1,5,0.2,1,3,0.333,0,6,2,1,2,14,8,29.2,6126,2023-10-26,0,0.429,90.4,104.94,1610612756,1610612747
2023-24,1630692,Jordan Goodwin,22300062,W,14.183333333333334,1,4,0.25,0,1,0.0,0,0,0.0,1,3,3,2,0,2,7,12.3,15382,2023-10-24,0,0.25,103.4,105.4,1610612756,1610612744
2023-24,1641722,Jordan Hawkins,22300890,W,9.8,1,6,0.167,0,2,0.0,0,0,0.0,0,2,0,0,1,2,2,4.4,17138,2024-03-05,0,0.167,133.9,103.76,1610612740,1610612761
2023-24,1641722,Jordan Hawkins,22300863,W,6.616666666666666,2,3,0.667,2,3,0.667,0,0,0.0,1,0,0,0,0,6,-4,7.2,18044,2024-03-01,1,1.0,124.7,102.68,1610612740,1610612754
2023-24,1641722,Jordan Hawkins,22300843,L,17.648333333333333,3,5,0.6,1,3,0.333,0,0,0.0,0,0,2,1,1,7,15,9.0,13538,2024-02-28,0,0.7,110.6,102.54,1610612740,1610612754
2023-24,1641722,Jordan Hawkins,22300837,W,16.866666666666667,1,5,0.2,1,4,0.25,0,0,0.0,0,4,0,0,0,3,6,10.8,13963,2024-02-27,0,0.3,124.8,92.62,1610612740,1610612752
2023-24,1641722,Jordan Hawkins,22300823,L,15.031666666666666,3,7,0.429,2,5,0.4,0,0,0.0,0,1,0,1,1,8,-21,8.2,14951,2024-02-25,1,0.571,104.8,102.2,1610612740,1610612741
2023-24,1641722,Jordan Hawkins,22300810,L,22.6,4,17,0.235,3,12,0.25,3,3,1.0,1,2,2,0,2,14,-1,23.6,10700,2024-02-23,1,0.382,92.5,100.36,1610612740,1610612748
2023-24,1641722,Jordan Hawkins,22300798,W,17.083333333333332,1,6,0.167,1,5,0.2,0,0,0.0,0,2,0,0,3,3,-6,5.4,13856,2024-02-22,1,0.25,116.6,107.62,1610612740,1610612745
2023-24,1641722,Jordan Hawkins,22300758,W,14.45,0,3,0.0,0,2,0.0,0,0,0.0,1,2,1,0,0,0,2,5.1,15241,2024-02-10,0,0.0,106.8,88.76,1610612740,1610612757
2023-24,1641722,Jordan Hawkins,22300747,L,2.55,2,3,0.667,1,2,0.5,0,0,0.0,0,0,0,1,0,5,-2,7.0,19571,2024-02-09,0,0.833,119.5,103.6,1610612740,1610612747
2023-24,1641722,Jordan Hawkins,22300731,W,2.283333333333333,1,3,0.333,1,1,1.0,0,0,0.0,0,0,0,0,0,3,-2,3.0,19718,2024-02-07,0,0.5,114.7,101.24,1610612740,1610612746
2023-24,1641722,Jordan Hawkins,22300718,W,7.433333333333334,2,3,0.667,0,1,0.0,0,0,0.0,0,0,0,0,0,4,-2,7.0,17816,2024-02-05,1,0.667,138.4,99.16,1610612740,1610612761
2023-24,1641722,Jordan Hawkins,22300696,W,10.831666666666669,1,5,0.2,0,4,0.0,0,0,0.0,0,0,0,0,0,2,0,2.0,16806,2024-02-02,0,0.2,113.7,102.08,1610612740,1610612759
2023-24,1641722,Jordan Hawkins,22300679,W,23.466666666666665,1,5,0.2,1,4,0.25,0,0,0.0,2,4,2,1,1,3,17,12.2,10201,2024-01-31,0,0.3,113.9,95.52,1610612740,1610612745
2023-24,1641722,Jordan Hawkins,22300659,L,9.233333333333333,0,2,0.0,0,2,0.0,0,0,0.0,0,3,0,0,1,0,-5,6.6,17290,2024-01-29,0,0.0,112.3,99.26,1610612740,1610612738
2023-24,1641722,Jordan Hawkins,22300648,L,29.328333333333333,2,10,0.2,2,6,0.333,2,2,1.0,1,6,1,3,0,8,-11,14.9,6522,2024-01-27,0,0.368,109.5,105.92,1610612740,1610612749
2023-24,1641722,Jordan Hawkins,22300640,L,19.881666666666668,2,5,0.4,2,4,0.5,3,3,1.0,0,1,4,1,1,9,-8,15.2,12288,2024-01-26,1,0.712,82.9,100.66,1610612740,1610612760
2023-24,1641722,Jordan Hawkins,22300616,W,16.491666666666667,2,4,0.5,2,4,0.5,0,0,0.0,0,2,0,0,1,6,9,11.4,14171,2024-01-23,1,0.75,142.2,107.84,1610612740,1610612762
2023-24,1641722,Jordan Hawkins,22300588,L,16.783333333333335,5,11,0.455,3,8,0.375,0,0,0.0,0,2,1,1,0,13,-4,15.9,14009,2024-01-19,1,0.591,103.7,105.18,1610612740,1610612756
2023-24,1641722,Jordan Hawkins,22300575,W,24.266666666666666,7,12,0.583,6,9,0.667,1,2,0.5,2,4,1,2,1,21,5,30.7,9733,2024-01-17,1,0.815,138.8,96.02,1610612740,1610612766
2023-24,1641722,Jordan Hawkins,22300556,L,20.766666666666666,3,4,0.75,1,2,0.5,2,2,1.0,0,1,0,0,3,9,8,13.2,11778,2024-01-15,0,0.922,118.8,100.22,1610612740,1610612742
2023-24,1641722,Jordan Hawkins,22300547,W,36.56666666666667,11,19,0.579,6,12,0.5,6,8,0.75,3,2,4,3,3,34,10,49.0,1931,2024-01-13,0,0.755,127.9,93.04,1610612740,1610612742
2023-24,1641722,Jordan Hawkins,22300539,L,1.9333333333333331,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,6,0.0,19815,2024-01-12,0,0.0,113.4,101.64,1610612740,1610612743
2023-24,1641722,Jordan Hawkins,22300525,W,21.171666666666667,5,9,0.556,4,5,0.8,0,0,0.0,0,1,2,0,1,14,25,18.2,11534,2024-01-10,0,0.778,140.5,100.14,1610612740,1610612744
2023-24,1641722,Jordan Hawkins,22300500,W,24.02,5,9,0.556,1,5,0.2,1,2,0.5,0,3,2,2,2,12,3,19.6,9886,2024-01-07,0,0.607,138.5,96.66,1610612740,1610612758
2023-24,1641722,Jordan Hawkins,22300486,L,6.483333333333333,4,7,0.571,3,3,1.0,2,2,1.0,0,1,0,0,0,13,12,14.2,18092,2024-01-05,1,0.825,97.8,96.46,1610612740,1610612746
2023-24,1641722,Jordan Hawkins,22300471,W,2.881666666666667,1,2,0.5,0,1,0.0,0,0,0.0,0,0,0,0,0,2,-1,2.0,19472,2024-01-03,0,0.5,125.2,96.18,1610612740,1610612750
2023-24,1641722,Jordan Hawkins,22300461,W,26.08833333333333,3,13,0.231,2,8,0.25,3,4,0.75,0,0,1,0,0,11,14,18.5,8605,2024-01-02,1,0.373,116.8,97.22,1610612740,1610612751
2023-24,1641722,Jordan Hawkins,22300446,W,7.941666666666666,0,1,0.0,0,1,0.0,1,1,1.0,0,2,1,0,1,1,4,4.9,17658,2023-12-31,1,0.347,129.2,100.94,1610612740,1610612747
2023-24,1641722,Jordan Hawkins,22300375,W,12.066666666666666,2,5,0.4,2,3,0.667,0,0,0.0,0,0,2,0,1,6,-4,9.0,16301,2023-12-21,0,0.6,129.4,95.78,1610612740,1610612739
2023-24,1641722,Jordan Hawkins,22300345,W,12.383333333333333,3,6,0.5,1,4,0.25,0,0,0.0,0,2,0,0,0,7,-1,9.4,16179,2023-12-17,0,0.583,130.7,109.46,1610612740,1610612759
2023-24,1641722,Jordan Hawkins,22300326,W,4.2,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,-3,0.0,18952,2023-12-15,0,0.0,113.0,100.16,1610612740,1610612766
2023-24,1641722,Jordan Hawkins,22300311,W,18.9,1,7,0.143,0,2,0.0,0,0,0.0,1,1,1,0,1,2,15,5.9,12843,2023-12-13,0,0.143,130.0,106.88,1610612740,1610612764
2023-24,1641722,Jordan Hawkins,22300301,W,0.8516666666666667,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,-3,0.0,20218,2023-12-11,1,0.0,116.8,102.98,1610612740,1610612750
2023-24,1641722,Jordan Hawkins,22301230,L,12.0,2,8,0.25,0,3,0.0,0,0,0.0,0,2,0,0,1,4,-5,6.4,16325,2023-12-07,0,0.25,85.7,103.28,1610612740,1610612747
2023-24,1641722,Jordan Hawkins,22300285,L,24.63833333333333,2,6,0.333,2,5,0.4,4,4,1.0,0,1,0,0,2,10,-9,11.2,9508,2023-12-02,0,0.644,122.4,96.0,1610612740,1610612741
2023-24,1641722,Jordan Hawkins,22300278,W,15.066666666666666,1,3,0.333,1,2,0.5,0,0,0.0,0,0,0,1,1,3,-9,2.0,14931,2023-12-01,1,0.5,121.3,101.12,1610612740,1610612759
2023-24,1641722,Jordan Hawkins,22300262,W,23.935,4,10,0.4,3,8,0.375,5,6,0.833,2,3,2,2,2,16,-7,23.0,9932,2023-11-29,1,0.633,122.8,101.44,1610612740,1610612755
2023-24,1641722,Jordan Hawkins,22300256,L,24.906666666666663,5,11,0.455,3,6,0.5,0,0,0.0,1,4,0,0,1,13,-8,19.0,9340,2023-11-27,0,0.591,116.7,98.66,1610612740,1610612762
2023-24,1641722,Jordan Hawkins,22300243,L,39.946666666666665,8,17,0.471,5,12,0.417,4,5,0.8,1,5,3,4,1,25,4,35.7,486,2023-11-25,0,0.651,99.1,102.7,1610612740,1610612762
2023-24,1641722,Jordan Hawkins,22300052,W,20.195,3,5,0.6,2,4,0.5,0,0,0.0,0,4,1,0,1,8,3,14.3,12107,2023-11-24,0,0.8,112.8,102.68,1610612740,1610612746
2023-24,1641722,Jordan Hawkins,22300233,W,20.816666666666663,3,9,0.333,2,8,0.25,5,5,1.0,1,1,3,0,3,13,2,19.9,11750,2023-11-22,1,0.58,116.7,101.84,1610612740,1610612758
2023-24,1641722,Jordan Hawkins,22300222,W,29.116666666666667,3,11,0.273,2,5,0.4,1,1,1.0,1,4,2,1,2,9,8,17.0,6656,2023-11-20,1,0.393,125.0,102.4,1610612740,1610612758
2023-24,1641722,Jordan Hawkins,22300203,L,36.568333333333335,6,12,0.5,3,8,0.375,0,0,0.0,1,1,4,1,4,15,-7,25.4,1930,2023-11-18,1,0.625,119.9,100.5,1610612740,1610612750
2023-24,1641722,Jordan Hawkins,22300034,W,25.956666666666667,3,7,0.429,1,3,0.333,0,0,0.0,0,5,4,0,0,7,-3,19.0,8691,2023-11-17,1,0.5,110.3,103.76,1610612740,1610612743
2023-24,1641722,Jordan Hawkins,22300022,W,32.766666666666666,8,17,0.471,5,12,0.417,4,4,1.0,2,4,3,0,3,25,13,36.7,4312,2023-11-14,1,0.666,123.1,105.94,1610612740,1610612742
2023-24,1641722,Jordan Hawkins,22300183,L,27.566666666666663,3,13,0.231,2,9,0.222,2,2,1.0,0,2,2,2,1,10,-28,13.4,7673,2023-11-12,1,0.36,116.2,107.96,1610612740,1610612742
2023-24,1641722,Jordan Hawkins,22300011,L,41.26,4,11,0.364,3,8,0.375,3,4,0.75,0,7,1,3,6,14,1,26.9,257,2023-11-10,0,0.549,101.0,100.14,1610612740,1610612745
2023-24,1641722,Jordan Hawkins,22300166,L,30.296666666666667,4,11,0.364,2,5,0.4,4,4,1.0,0,1,1,2,5,14,-19,14.7,5922,2023-11-08,0,0.549,92.9,105.62,1610612740,1610612750
2023-24,1641722,Jordan Hawkins,22300156,L,37.97166666666666,10,19,0.526,7,14,0.5,4,5,0.8,1,6,3,1,2,31,-15,45.9,1209,2023-11-06,0,0.731,114.2,102.86,1610612740,1610612743
2023-24,1641722,Jordan Hawkins,22300135,L,24.15,5,11,0.455,4,8,0.5,1,1,1.0,0,5,0,1,3,15,-3,23.0,9805,2023-11-04,1,0.656,110.2,96.4,1610612740,1610612737
2023-24,1641722,Jordan Hawkins,22300129,W,29.433333333333334,1,7,0.143,1,5,0.2,3,3,1.0,0,1,0,1,0,6,-8,6.2,6468,2023-11-02,1,0.361,124.5,101.42,1610612740,1610612765
2023-24,1641722,Jordan Hawkins,22300121,W,37.303333333333335,4,19,0.211,2,13,0.154,0,0,0.0,4,2,4,1,2,10,17,28.2,1509,2023-11-01,0,0.263,106.0,105.88,1610612740,1610612760
2023-24,1641722,Jordan Hawkins,22300108,L,35.016666666666666,6,13,0.462,2,7,0.286,0,2,0.0,2,3,2,1,1,14,-14,28.0,2887,2023-10-30,1,0.504,100.6,101.12,1610612740,1610612744
2023-24,1641722,Jordan Hawkins,22300090,W,17.775,3,7,0.429,3,6,0.5,0,0,0.0,0,4,1,1,0,9,1,14.3,13459,2023-10-28,1,0.643,93.2,101.98,1610612740,1610612752
2023-24,1641722,Jordan Hawkins,22300071,W,9.225,1,2,0.5,1,2,0.5,0,0,0.0,0,0,2,0,2,3,14,6.0,17295,2023-10-25,0,0.75,106.0,104.74,1610612740,1610612763
2023-24,1629162,Jordan McLaughlin,22300911,L,10.575,0,0,0.0,0,0,0.0,2,2,1.0,0,1,4,0,1,2,4,12.2,16892,2024-03-08,0,1.136,94.0,98.5,1610612750,1610612739
2023-24,1629162,Jordan McLaughlin,22300862,L,11.916666666666666,2,2,1.0,0,0,0.0,0,0,0.0,0,1,4,1,2,4,5,13.2,16418,2024-03-01,1,1.0,115.3,94.48,1610612750,1610612758
2023-24,1629162,Jordan McLaughlin,22300845,W,3.933333333333333,1,2,0.5,1,2,0.5,0,0,0.0,0,0,1,0,0,3,4,4.5,19044,2024-02-28,1,0.75,112.6,98.74,1610612750,1610612763
2023-24,1629162,Jordan McLaughlin,22300838,W,15.966666666666669,3,4,0.75,3,4,0.75,0,0,0.0,0,2,3,1,1,9,2,20.9,14470,2024-02-27,1,1.125,110.2,104.04,1610612750,1610612759
2023-24,1629162,Jordan McLaughlin,22300815,W,4.225,0,1,0.0,0,0,0.0,0,0,0.0,0,2,1,0,0,0,1,6.9,18944,2024-02-24,1,0.0,99.9,102.48,1610612750,1610612751
2023-24,1629162,Jordan McLaughlin,22300791,W,6.45,0,1,0.0,0,1,0.0,0,0,0.0,0,0,1,0,2,0,6,1.5,18104,2024-02-15,0,0.0,123.2,103.04,1610612750,1610612757
2023-24,1629162,Jordan McLaughlin,22300775,W,3.5,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0,0,1,0,-7,0.0,19219,2024-02-13,0,0.0,122.3,100.48,1610612750,1610612757
2023-24,1629162,Jordan McLaughlin,22300770,W,3.9,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,-1,0.0,19071,2024-02-12,0,0.0,123.0,98.4,1610612750,1610612746
2023-24,1629162,Jordan McLaughlin,22300723,L,6.683333333333334,1,3,0.333,1,1,1.0,0,0,0.0,0,1,1,0,1,3,-2,5.7,18025,2024-02-06,0,0.5,114.5,97.59,1610612750,1610612741
2023-24,1629162,Jordan McLaughlin,22300709,W,17.183333333333334,1,4,0.25,1,3,0.333,1,2,0.5,1,3,2,1,0,4,-6,10.8,13802,2024-02-04,1,0.41,103.9,103.88,1610612750,1610612745
2023-24,1629162,Jordan McLaughlin,22300694,L,5.45,2,3,0.667,2,3,0.667,0,0,0.0,0,0,1,0,0,6,3,13.5,18485,2024-02-02,1,1.0,104.1,101.62,1610612750,1610612753
2023-24,1629162,Jordan McLaughlin,22300680,W,13.8,0,3,0.0,0,2,0.0,0,0,0.0,1,2,5,0,0,0,1,20.1,15574,2024-01-31,1,0.0,128.5,94.82,1610612750,1610612742
2023-24,1629162,Jordan McLaughlin,22300664,W,13.986666666666666,4,4,1.0,2,2,1.0,0,0,0.0,0,0,1,1,3,10,1,10.5,15493,2024-01-29,0,1.25,114.3,93.14,1610612750,1610612760
2023-24,1629162,Jordan McLaughlin,22300649,L,9.116666666666667,0,1,0.0,0,1,0.0,0,0,0.0,1,0,1,1,0,0,-11,1.7,17324,2024-01-27,0,0.0,122.3,91.6,1610612750,1610612759
2023-24,1629162,Jordan McLaughlin,22300629,W,10.566666666666666,1,2,0.5,0,0,0.0,0,0,0.0,0,0,1,1,0,2,7,2.5,16894,2024-01-25,0,0.5,102.1,94.04,1610612750,1610612751
2023-24,1629162,Jordan McLaughlin,22300620,W,13.016666666666667,2,4,0.5,1,1,1.0,0,0,0.0,1,1,2,0,1,5,1,13.4,15926,2024-01-24,0,0.625,112.6,104.26,1610612750,1610612764
2023-24,1629162,Jordan McLaughlin,22300610,L,10.0,0,2,0.0,0,2,0.0,0,0,0.0,0,2,3,1,0,0,5,8.9,17069,2024-01-22,1,0.0,122.5,100.46,1610612750,1610612766
2023-24,1629162,Jordan McLaughlin,22300599,L,12.65,3,7,0.429,2,3,0.667,0,0,0.0,2,0,3,0,1,8,7,20.9,16074,2024-01-20,1,0.571,97.2,97.58,1610612750,1610612760
2023-24,1629162,Jordan McLaughlin,22300582,W,7.311666666666666,0,0,0.0,0,0,0.0,0,0,0.0,0,2,0,2,0,0,-4,3.4,17844,2024-01-18,1,0.0,117.7,99.86,1610612750,1610612763
2023-24,1629162,Jordan McLaughlin,22300569,W,8.316666666666666,0,1,0.0,0,0,0.0,0,2,0.0,0,2,0,0,1,0,-3,2.4,17545,2024-01-17,0,0.0,119.0,102.8,1610612750,1610612765
2023-24,1629162,Jordan McLaughlin,22300538,W,12.858333333333333,1,3,0.333,0,2,0.0,0,0,0.0,0,0,5,2,2,2,-9,10.5,15986,2024-01-12,1,0.333,117.7,100.26,1610612750,1610612757
2023-24,1629162,Jordan McLaughlin,22300517,L,16.755,2,5,0.4,2,3,0.667,0,0,0.0,0,2,0,0,1,6,-5,8.4,14031,2024-01-10,0,0.6,114.5,94.84,1610612750,1610612738
2023-24,1629162,Jordan McLaughlin,22300513,W,15.466666666666669,2,3,0.667,0,1,0.0,0,0,0.0,0,0,5,1,1,4,-8,13.5,14718,2024-01-09,0,0.667,111.5,100.14,1610612750,1610612753
2023-24,1629162,Jordan McLaughlin,22300501,L,13.05,2,7,0.286,2,7,0.286,0,0,0.0,0,1,1,0,0,6,-4,17.7,15906,2024-01-07,0,0.429,109.9,99.02,1610612750,1610612742
2023-24,1629162,Jordan McLaughlin,22300485,W,12.816666666666666,1,1,1.0,1,1,1.0,0,0,0.0,0,3,3,0,0,3,19,17.1,16005,2024-01-05,0,1.5,119.8,103.2,1610612750,1610612745
2023-24,1629162,Jordan McLaughlin,22300471,L,17.366666666666667,1,6,0.167,0,4,0.0,1,2,0.5,2,1,4,0,0,3,5,15.6,13698,2024-01-03,1,0.218,107.2,96.18,1610612750,1610612740
2023-24,1629162,Jordan McLaughlin,22300451,L,11.616666666666667,4,5,0.8,1,2,0.5,0,0,0.0,0,1,3,0,1,9,13,20.7,16528,2024-01-01,0,0.9,107.3,99.54,1610612750,1610612752
2023-24,1629162,Jordan McLaughlin,22300411,L,14.45,1,5,0.2,0,1,0.0,0,0,0.0,2,2,2,1,0,2,-8,17.8,15241,2023-12-26,0,0.2,102.8,101.56,1610612750,1610612760
2023-24,1629162,Jordan McLaughlin,22300400,W,1.6166666666666667,0,0,0.0,0,0,0.0,0,0,0.0,0,0,2,0,0,0,-1,3.0,19944,2023-12-23,0,0.0,112.1,97.7,1610612750,1610612758
2023-24,1629162,Jordan McLaughlin,22300367,L,2.25,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1,0,0,0,0,1.5,19732,2023-12-20,0,0.0,110.2,102.82,1610612750,1610612755
2023-24,1629162,Jordan McLaughlin,22300338,W,3.433333333333333,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,-5,3.0,19255,2023-12-16,1,0.0,126.9,99.54,1610612750,1610612754
2023-24,1629162,Jordan McLaughlin,22300321,W,1.7666666666666666,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1,0,0,0,-1,1.5,19889,2023-12-14,0,0.0,114.4,103.46,1610612750,1610612742
2023-24,1629162,Jordan McLaughlin,22300301,L,8.383333333333333,1,1,1.0,1,1,1.0,0,0,0.0,0,0,1,0,0,3,1,7.5,17531,2023-12-11,0,1.5,104.5,102.98,1610612750,1610612740
2023-24,1629162,Jordan McLaughlin,22300154,W,3.85,0,0,0.0,0,0,0.0,2,2,1.0,0,0,0,0,0,2,3,5.0,19091,2023-11-06,1,1.136,100.0,103.23,1610612750,1610612738
2023-24,1629162,Jordan McLaughlin,22300138,W,3.583333333333333,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1,0,1,0,5,1.5,19193,2023-11-04,1,0.0,127.3,98.06,1610612750,1610612762
2023-24,1629162,Jordan McLaughlin,22300123,W,4.2,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,2,0.0,18952,2023-11-01,1,0.0,109.0,102.64,1610612750,1610612743
2023-24,1629162,Jordan McLaughlin,22300104,L,1.1833333333333331,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,4,3.0,20104,2023-10-30,0,0.0,112.3,100.76,1610612750,1610612737
2023-24,1629162,Jordan McLaughlin,22300093,W,6.016666666666667,1,3,0.333,1,1,1.0,0,0,0.0,0,0,4,0,1,3,-4,9.0,18268,2023-10-28,1,0.5,107.6,98.84,1610612750,1610612748
2023-24,1641757,Jordan Miller,22300917,W,0.6083333333333333,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0.0,20298,2024-03-09,1,0.0,113.2,96.64,1610612746,1610612741
2023-24,1641757,Jordan Miller,22300770,L,4.933333333333334,1,1,1.0,0,0,0.0,2,2,1.0,0,1,0,0,0,4,3,5.2,18650,2024-02-12,1,1.064,101.6,98.4,1610612746,1610612750
2023-24,1641757,Jordan Miller,22300537,W,4.216666666666667,1,2,0.5,0,0,0.0,0,0,0.0,2,0,0,0,0,2,-11,4.4,18946,2024-01-12,0,0.5,129.6,98.84,1610612746,1610612763
2023-24,1641757,Jordan Miller,22300343,W,4.983333333333333,0,0,0.0,0,0,0.0,0,0,0.0,0,1,0,1,0,0,-2,0.2,18634,2023-12-16,1,0.0,138.5,103.7,1610612746,1610612752
2023-24,1641757,Jordan Miller,22300114,W,2.9166666666666665,1,1,1.0,1,1,1.0,0,0,0.0,0,0,0,0,1,3,2,3.0,19445,2023-10-31,1,1.5,111.2,105.32,1610612746,1610612753
2023-24,1641757,Jordan Miller,22300074,W,3.933333333333333,1,2,0.5,0,0,0.0,0,0,0.0,0,0,0,0,1,2,-7,2.0,19044,2023-10-25,1,0.5,121.7,102.26,1610612746,1610612757
2023-24,1629670,Jordan Nwora,22300905,L,3.4833333333333334,0,2,0.0,0,1,0.0,0,0,0.0,0,0,1,0,0,0,-5,1.5,19232,2024-03-07,0,0.0,112.3,100.7,1610612761,1610612756
2023-24,1629670,Jordan Nwora,22300890,L,19.8,4,15,0.267,1,6,0.167,0,0,0.0,3,3,1,0,0,9,-32,20.7,12339,2024-03-05,1,0.3,94.5,103.76,1610612761,1610612740
2023-24,1629670,Jordan Nwora,22300875,W,17.916666666666668,5,8,0.625,1,3,0.333,0,0,0.0,1,3,0,1,2,11,-9,14.8,13381,2024-03-03,1,0.688,106.8,104.48,1610612761,1610612766
2023-24,1629670,Jordan Nwora,22300860,L,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,-5,0.0,20181,2024-03-01,1,0.0,98.6,105.7,1610612761,1610612744
2023-24,1629670,Jordan Nwora,22300804,W,14.233333333333333,0,5,0.0,0,3,0.0,0,0,0.0,0,4,2,0,0,0,7,10.8,15358,2024-02-23,0,0.0,115.5,106.04,1610612761,1610612737
2023-24,1629670,Jordan Nwora,22300795,W,4.1,1,2,0.5,0,0,0.0,4,4,1.0,0,1,0,0,0,6,-1,7.2,18987,2024-02-22,1,0.798,119.6,102.44,1610612761,1610612751
2023-24,1629670,Jordan Nwora,22300782,L,4.833333333333333,0,1,0.0,0,0,0.0,0,0,0.0,0,2,1,0,2,0,0,3.9,18687,2024-02-14,1,0.0,114.2,107.78,1610612761,1610612754
2023-24,1629670,Jordan Nwora,22300764,L,7.466666666666667,0,2,0.0,0,1,0.0,3,4,0.75,0,3,1,0,1,3,5,11.1,17804,2024-02-12,1,0.399,91.6,109.58,1610612761,1610612759
2023-24,1629670,Jordan Nwora,22300756,L,3.0,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,0,1,0,-3,0.0,19413,2024-02-10,1,0.0,98.8,95.42,1610612761,1610612739
2023-24,1629670,Jordan Nwora,22300744,W,7.133333333333334,0,2,0.0,0,1,0.0,0,0,0.0,0,1,0,1,0,0,-12,0.2,17891,2024-02-09,1,0.0,107.7,100.7,1610612761,1610612745
2023-24,1629670,Jordan Nwora,22300718,L,23.53333333333333,3,7,0.429,1,2,0.5,0,0,0.0,1,2,5,3,1,7,-6,18.1,10166,2024-02-05,0,0.5,101.4,99.16,1610612761,1610612740
2023-24,1629670,Jordan Nwora,22300692,L,16.383333333333333,3,5,0.6,0,1,0.0,2,2,1.0,0,1,0,0,2,8,-21,18.2,14234,2024-02-02,0,0.68,100.2,107.14,1610612761,1610612745
2023-24,1629670,Jordan Nwora,22300672,W,18.85,5,7,0.714,4,5,0.8,3,3,1.0,0,2,0,0,2,17,-6,22.4,12882,2024-01-30,0,1.022,114.8,101.84,1610612761,1610612741
2023-24,1629670,Jordan Nwora,22300653,L,30.83333333333333,7,16,0.438,3,7,0.429,7,8,0.875,3,6,6,1,4,24,11,45.8,5567,2024-01-28,0,0.615,122.5,104.34,1610612761,1610612737
2023-24,1629670,Jordan Nwora,22300637,L,7.983333333333333,0,3,0.0,0,3,0.0,0,0,0.0,1,0,1,2,1,0,-2,0.7,17648,2024-01-26,1,0.0,105.2,103.12,1610612761,1610612746
2023-24,1629670,Jordan Nwora,22300596,L,4.25,1,1,1.0,1,1,1.0,0,0,0.0,0,0,0,0,0,3,-2,3.0,18921,2024-01-20,0,1.5,98.9,102.46,1610612761,1610612752
2023-24,1629670,Jordan Nwora,22300564,L,16.716666666666665,3,10,0.3,0,4,0.0,1,2,0.5,1,2,2,1,2,7,-19,12.6,14051,2024-01-15,0,0.322,102.9,101.7,1610612754,1610612762
2023-24,1629670,Jordan Nwora,22300550,L,12.928333333333333,1,5,0.2,1,4,0.25,0,0,0.0,0,1,1,0,1,3,3,8.7,15961,2024-01-14,0,0.3,108.3,99.9,1610612754,1610612743
